Transaction_ID,Vendor,Category,Amount,Date,Department
285,Azure,Infrastructure,5076,2024-01-12 20:00:00,HR
286,Wipro,Infrastructure,33925,2024-01-12 21:00:00,Operations
287,Wipro,Infrastructure,52869,2024-01-12 22:00:00,IT
288,Google Cloud,Consulting,60314,2024-01-12 23:00:00,IT
289,IBM,Infrastructure,42205,2024-01-13 00:00:00,IT
290,AWS,Consulting,12095,2024-01-13 01:00:00,Operations
291,AWS,Cloud,85715,2024-01-13 02:00:00,IT
292,TCS,Software,57680,2024-01-13 03:00:00,IT
293,Google Cloud,Consulting,29400,2024-01-13 04:00:00,HR
294,Wipro,Consulting,85297,2024-01-13 05:00:00,IT
295,Infosys,Software,68346,2024-01-13 06:00:00,IT
296,Google Cloud,Software,88110,2024-01-13 07:00:00,Marketing
297,TCS,Cloud,29562,2024-01-13 08:00:00,Operations
298,TCS,Infrastructure,41663,2024-01-13 09:00:00,Marketing
299,Google Cloud,Consulting,19510,2024-01-13 10:00:00,HR
300,TCS,Infrastructure,62608,2024-01-13 11:00:00,Marketing
301,Google Cloud,Consulting,73489,2024-01-13 12:00:00,Finance
302,Azure,Cloud,53182,2024-01-13 13:00:00,Operations
303,Google Cloud,Software,88667,2024-01-13 14:00:00,IT
304,IBM,Cloud,27883,2024-01-13 15:00:00,Marketing
305,Google Cloud,Software,72427,2024-01-13 16:00:00,Marketing
306,TCS,Infrastructure,36844,2024-01-13 17:00:00,IT
307,IBM,Infrastructure,19728,2024-01-13 18:00:00,IT
308,TCS,Cloud,99923,2024-01-13 19:00:00,HR
309,AWS,Software,12094,2024-01-13 20:00:00,Marketing
310,AWS,Cloud,3407,2024-01-13 21:00:00,Marketing
311,IBM,Software,56412,2024-01-13 22:00:00,Finance
312,Azure,Software,13644,2024-01-13 23:00:00,Finance
313,AWS,Infrastructure,86834,2024-01-14 00:00:00,Marketing
314,Google Cloud,Infrastructure,61746,2024-01-14 01:00:00,Finance
315,TCS,Software,53748,2024-01-14 02:00:00,Marketing
316,AWS,Software,60021,2024-01-14 03:00:00,Operations
317,AWS,Software,63651,2024-01-14 04:00:00,HR
318,Azure,Infrastructure,37807,2024-01-14 05:00:00,Finance
319,IBM,Infrastructure,35072,2024-01-14 06:00:00,Marketing
320,IBM,Consulting,39398,2024-01-14 07:00:00,Finance
321,Wipro,Software,29669,2024-01-14 08:00:00,HR
322,Azure,Consulting,31161,2024-01-14 09:00:00,Operations
323,Google Cloud,Software,8282,2024-01-14 10:00:00,IT
324,IBM,Infrastructure,27539,2024-01-14 11:00:00,IT
325,TCS,Consulting,4307,2024-01-14 12:00:00,Finance
326,Azure,Consulting,18745,2024-01-14 13:00:00,Marketing
327,AWS,Cloud,40433,2024-01-14 14:00:00,HR
328,TCS,Software,35555,2024-01-14 15:00:00,Operations
329,TCS,Infrastructure,2073,2024-01-14 16:00:00,Operations
330,AWS,Cloud,33683,2024-01-14 17:00:00,Operations
331,Azure,Cloud,26741,2024-01-14 18:00:00,IT
332,AWS,Software,23286,2024-01-14 19:00:00,HR
333,Wipro,Cloud,4599,2024-01-14 20:00:00,IT
334,TCS,Software,28293,2024-01-14 21:00:00,Finance
335,Infosys,Cloud,16389,2024-01-14 22:00:00,Operations
336,Infosys,Software,13318,2024-01-14 23:00:00,HR
337,Google Cloud,Infrastructure,49875,2024-01-15 00:00:00,Operations
338,IBM,Software,4055,2024-01-15 01:00:00,IT
339,AWS,Software,83579,2024-01-15 02:00:00,IT
340,AWS,Consulting,7320,2024-01-15 03:00:00,IT
341,Google Cloud,Infrastructure,5642,2024-01-15 04:00:00,Operations
342,Google Cloud,Infrastructure,93694,2024-01-15 05:00:00,HR
343,Google Cloud,Infrastructure,10321,2024-01-15 06:00:00,HR
344,TCS,Cloud,80968,2024-01-15 07:00:00,Finance
345,Wipro,Consulting,89293,2024-01-15 08:00:00,Operations
346,AWS,Infrastructure,60618,2024-01-15 09:00:00,Finance
347,TCS,Cloud,27044,2024-01-15 10:00:00,Finance
348,Google Cloud,Cloud,22971,2024-01-15 11:00:00,Finance
349,AWS,Cloud,26727,2024-01-15 12:00:00,Finance
350,TCS,Consulting,23559,2024-01-15 13:00:00,IT
351,Wipro,Cloud,74820,2024-01-15 14:00:00,Finance
352,TCS,Consulting,84201,2024-01-15 15:00:00,HR
353,Wipro,Software,28476,2024-01-15 16:00:00,Finance
354,Google Cloud,Cloud,63683,2024-01-15 17:00:00,IT
355,Wipro,Infrastructure,11991,2024-01-15 18:00:00,Marketing
356,AWS,Cloud,86097,2024-01-15 19:00:00,Marketing
357,Google Cloud,Software,71047,2024-01-15 20:00:00,Marketing
358,AWS,Software,533239,2024-01-15 21:00:00,Operations
359,Infosys,Cloud,4881,2024-01-15 22:00:00,HR
360,Azure,Software,16668,2024-01-15 23:00:00,IT
361,Wipro,Consulting,35312,2024-01-16 00:00:00,Marketing
362,Azure,Consulting,29106,2024-01-16 01:00:00,IT
363,Azure,Cloud,93758,2024-01-16 02:00:00,IT
364,Wipro,Consulting,16729,2024-01-16 03:00:00,Operations
365,Google Cloud,Consulting,71320,2024-01-16 04:00:00,Marketing
366,Infosys,Infrastructure,55913,2024-01-16 05:00:00,Finance
367,AWS,Cloud,58026,2024-01-16 06:00:00,IT
368,TCS,Software,60402,2024-01-16 07:00:00,Marketing
369,AWS,Cloud,38282,2024-01-16 08:00:00,IT
370,TCS,Consulting,75638,2024-01-16 09:00:00,Operations
371,AWS,Infrastructure,39218,2024-01-16 10:00:00,Operations
372,Wipro,Cloud,18950,2024-01-16 11:00:00,Finance
373,Infosys,Cloud,60739,2024-01-16 12:00:00,Operations
374,TCS,Consulting,5507,2024-01-16 13:00:00,Marketing
375,IBM,Consulting,47303,2024-01-16 14:00:00,Operations
376,Google Cloud,Cloud,80059,2024-01-16 15:00:00,Finance
377,AWS,Consulting,669564,2024-01-16 16:00:00,HR
378,AWS,Consulting,4992,2024-01-16 17:00:00,IT
379,TCS,Consulting,417006,2024-01-16 18:00:00,IT
380,Google Cloud,Consulting,88680,2024-01-16 19:00:00,Marketing
381,Google Cloud,Consulting,26530,2024-01-16 20:00:00,Finance
382,Wipro,Infrastructure,16305,2024-01-16 21:00:00,Finance
383,IBM,Consulting,53129,2024-01-16 22:00:00,Finance
384,Wipro,Software,88267,2024-01-16 23:00:00,IT
385,Wipro,Cloud,87209,2024-01-17 00:00:00,Operations
386,Wipro,Infrastructure,99833,2024-01-17 01:00:00,IT
387,Wipro,Infrastructure,53044,2024-01-17 02:00:00,IT
388,Wipro,Consulting,261939,2024-01-17 03:00:00,IT
389,Infosys,Cloud,90363,2024-01-17 04:00:00,Operations
390,Google Cloud,Software,59817,2024-01-17 05:00:00,HR
391,Wipro,Consulting,47666,2024-01-17 06:00:00,Marketing
392,Google Cloud,Cloud,27173,2024-01-17 07:00:00,HR
393,Google Cloud,Consulting,19909,2024-01-17 08:00:00,HR
394,Azure,Consulting,64967,2024-01-17 09:00:00,IT
395,Infosys,Consulting,32007,2024-01-17 10:00:00,HR
396,Wipro,Consulting,13985,2024-01-17 11:00:00,IT
397,AWS,Consulting,23525,2024-01-17 12:00:00,IT
398,TCS,Consulting,38403,2024-01-17 13:00:00,Marketing
399,IBM,Consulting,38193,2024-01-17 14:00:00,Finance
400,AWS,Software,4830,2024-01-17 15:00:00,IT
401,Infosys,Infrastructure,57144,2024-01-17 16:00:00,HR
402,TCS,Software,1533,2024-01-17 17:00:00,Marketing
403,Infosys,Consulting,21946,2024-01-17 18:00:00,HR
404,Google Cloud,Consulting,24504,2024-01-17 19:00:00,Finance
405,TCS,Software,56715,2024-01-17 20:00:00,Operations
406,Google Cloud,Software,29255,2024-01-17 21:00:00,Finance
407,AWS,Infrastructure,57441,2024-01-17 22:00:00,Marketing
408,AWS,Software,37855,2024-01-17 23:00:00,Finance
409,TCS,Infrastructure,42721,2024-01-18 00:00:00,Finance
410,TCS,Consulting,42850,2024-01-18 01:00:00,Marketing
411,Wipro,Cloud,35723,2024-01-18 02:00:00,Marketing
412,Infosys,Cloud,36739,2024-01-18 03:00:00,HR
413,Wipro,Cloud,6539,2024-01-18 04:00:00,IT
414,Infosys,Cloud,74029,2024-01-18 05:00:00,Operations
415,Wipro,Consulting,65509,2024-01-18 06:00:00,Operations
416,Google Cloud,Cloud,22311,2024-01-18 07:00:00,Operations
417,TCS,Software,70180,2024-01-18 08:00:00,Finance
418,AWS,Software,86981,2024-01-18 09:00:00,Marketing
419,Infosys,Cloud,680469,2024-01-18 10:00:00,Marketing
420,Infosys,Software,10511,2024-01-18 11:00:00,Marketing
421,AWS,Infrastructure,1183,2024-01-18 12:00:00,IT
422,Wipro,Consulting,10475,2024-01-18 13:00:00,Marketing
423,Infosys,Cloud,85766,2024-01-18 14:00:00,Marketing
424,IBM,Cloud,64130,2024-01-18 15:00:00,Finance
425,Google Cloud,Consulting,60577,2024-01-18 16:00:00,HR
426,TCS,Software,27008,2024-01-18 17:00:00,Operations
427,AWS,Consulting,77868,2024-01-18 18:00:00,Finance
428,TCS,Consulting,48941,2024-01-18 19:00:00,Finance
429,IBM,Software,43756,2024-01-18 20:00:00,Finance
430,Infosys,Consulting,71258,2024-01-18 21:00:00,Operations
431,Infosys,Software,81730,2024-01-18 22:00:00,Finance
432,IBM,Software,93167,2024-01-18 23:00:00,HR
433,AWS,Consulting,28912,2024-01-19 00:00:00,Marketing
434,Google Cloud,Infrastructure,83702,2024-01-19 01:00:00,HR
435,Azure,Software,51659,2024-01-19 02:00:00,Marketing
436,AWS,Consulting,47840,2024-01-19 03:00:00,Marketing
437,Azure,Software,82512,2024-01-19 04:00:00,Finance
438,IBM,Infrastructure,39623,2024-01-19 05:00:00,Finance
439,Wipro,Infrastructure,64303,2024-01-19 06:00:00,Operations
440,Azure,Cloud,47062,2024-01-19 07:00:00,IT
441,Google Cloud,Software,57690,2024-01-19 08:00:00,HR
442,Wipro,Software,78582,2024-01-19 09:00:00,Operations
443,Azure,Consulting,99980,2024-01-19 10:00:00,Operations
