transaction_id,transaction_type,amount,budget_amount,sender,receiver,sender_old_balance,sender_new_balance,receiver_old_balance,receiver_new_balance,is_fraud,date,month,currency
T0000044,PAYMENT,115270.42,125216.76661827284,C1611279,M5268182,170852.15,55581.73,97687.5,212957.92,0,2023-01-01,January,INR
T0000045,DEBIT,52209.8,56740.78797834485,C9736281,M2014440,33156.41,0.0,472120.74,524330.54,0,2023-01-01,January,INR
T0000046,PAYMENT,33311.66,31302.957658029285,C5011186,C6136574,158920.02,125608.36,178086.39,211398.05,0,2023-01-01,January,INR
T0000047,TRANSFER,108703.05,111314.76826184707,C9038089,C2575189,122490.43,13787.38,209687.38,318390.43,0,2023-01-01,January,INR
T0000048,PAYMENT,118095.67,121359.26280592912,C7101270,M3827393,2709.9,0.0,349257.18,467352.85,0,2023-01-01,January,INR
T0000049,PAYMENT,41056.41,41569.9031723222,C8005450,C4734156,267400.96,226344.55,304392.54,345448.95,0,2023-01-01,January,INR
T0000050,CASH_OUT,32354.27,29923.362388299247,C7839094,M2271603,58322.96,25968.69,220059.92,252414.19,0,2023-01-01,January,INR
T0000051,PAYMENT,82504.94,85046.34492800925,C2751748,M4505405,143748.14,61243.2,324871.02,407375.96,0,2023-01-01,January,INR
T0000052,PAYMENT,133181.17,141147.6756351977,C4275153,M3402402,320594.92,187413.75,451414.15,584595.32,0,2023-01-01,January,INR
T0000053,PAYMENT,27340.7,26494.37428475366,C5200488,M8647864,362557.84,335217.14,400141.81,427482.51,0,2023-01-01,January,INR
T0000054,DEBIT,29505.33,29591.200553584804,C5480123,C8737121,131727.81,102222.48,412129.5,441634.83,0,2023-01-01,January,INR
T0000055,CASH_OUT,87029.84,80351.65651166125,C1394233,C1041111,164596.84,77567.0,129204.2,216234.04,0,2023-01-01,January,INR
T0000056,CASH_IN,34136.01,37076.408832441666,C5919124,M6421752,123454.62,89318.61,209701.67,243837.68,0,2023-01-01,January,INR
T0000057,CASH_IN,35432.14,32665.15810978022,C2388605,C6764958,478444.3,443012.16,276909.57,312341.71,0,2023-01-01,January,INR
T0000058,CASH_IN,52798.71,49719.24748512317,C7690382,C4401897,95259.86,42461.15,22095.41,74894.12,0,2023-01-01,January,INR
T0000059,TRANSFER,7066.83,6782.006329427592,C7147439,M5222099,91590.3,84523.47,384896.09,391962.92,0,2023-01-01,January,INR
T0000060,PAYMENT,42952.81,45751.53124868799,C9302749,C8109153,222517.65,179564.84,161731.71,204684.52,0,2023-01-01,January,INR
T0000061,PAYMENT,4745.48,4935.921731525103,C7702858,M4401661,94653.18,89907.7,141298.04,146043.52,0,2023-01-01,January,INR
T0000062,PAYMENT,4136.62,3728.7612129064787,C4299783,C1580116,78354.23,74217.61,129646.0,133782.62,0,2023-01-01,January,INR
T0000063,CASH_OUT,72875.55,68263.4247416186,C9707586,M4352566,47939.77,0.0,141689.63,214565.18,0,2023-01-01,January,INR
T0000064,PAYMENT,40788.85,42829.52578507632,C4697652,M3285019,320085.62,279296.77,169007.42,209796.27,0,2023-01-01,January,INR
T0000065,PAYMENT,948.84,930.5908636882422,C3932427,C4444500,306041.13,305092.29,302412.28,303361.12,0,2023-01-01,January,INR
T0000066,CASH_OUT,39709.78,35946.98872145955,C9149820,C3070928,325081.45,285371.67,291782.66,331492.44,0,2023-01-01,January,INR
T0000067,PAYMENT,47046.24,51411.34895949894,C4334136,M2348855,386650.0,339603.76,127855.88,174902.12,0,2023-01-01,January,INR
T0000068,PAYMENT,10415.68,9689.150725331352,C1687088,C9868280,163179.01,152763.33,103212.14,113627.82,0,2023-01-01,January,INR
T0000069,PAYMENT,10366.1,10387.799647477885,C5226001,C2159802,459211.87,448845.77,413179.1,423545.2,0,2023-01-01,January,INR
T0000070,CASH_OUT,4356.94,4137.625667694545,C8161118,C7354886,366602.31,362245.37,46361.67,50718.61,0,2023-01-01,January,INR
T0000071,PAYMENT,27702.27,29017.957845119876,C2705242,C7458189,402354.29,374652.02,256411.42,284113.69,0,2023-01-01,January,INR
T0000072,PAYMENT,49865.01,52624.799939250806,C5166464,C6560072,360481.08,310616.07,260280.44,310145.45,0,2023-01-01,January,INR
T0000073,PAYMENT,168812.9,165342.7956516415,C2169293,C9203106,179227.82,10414.92,287068.4,455881.3,0,2023-01-01,January,INR
T0000074,CASH_OUT,12951.33,13361.756667178202,C7178303,M1044864,141516.24,128564.91,442825.06,455776.39,0,2023-01-01,January,INR
T0000075,PAYMENT,49724.31,53792.49034616013,C5281343,C3714661,211258.53,161534.22,311956.97,361681.28,0,2023-01-01,January,INR
T0000076,PAYMENT,25800.59,27425.042198897834,C3971766,C2658789,48515.18,22714.59,486816.88,512617.47,0,2023-01-01,January,INR
T0000077,CASH_IN,46422.95,45632.810200268796,C3042183,C6192335,225640.25,179217.3,435676.54,482099.49,0,2023-01-01,January,INR
T0000078,CASH_IN,67546.32,66755.70456176793,C6080498,M9081112,21570.49,0.0,107370.13,174916.45,0,2023-01-01,January,INR
T0000079,PAYMENT,23968.67,25823.26153606464,C7028325,M4417473,1972.98,0.0,120591.66,144560.33,0,2023-01-01,January,INR
T0000080,PAYMENT,4459.62,4044.3159256474655,C9462753,C3123088,465749.47,461289.85,172387.07,176846.69,0,2023-01-01,January,INR
T0000081,PAYMENT,75384.54,68190.0139771109,C4934366,C9318522,344668.43,269283.89,195757.21,271141.75,0,2023-01-01,January,INR
T0000082,CASH_OUT,36741.85,34579.92531409616,C2446193,C7056889,280923.47,244181.62,276497.56,313239.41,0,2023-01-01,January,INR
T0000083,PAYMENT,115214.49,122763.84214107663,C8494102,M7882517,170551.02,55336.53,116256.32,231470.81,0,2023-01-01,January,INR
T0000084,CASH_IN,10341.33,9624.082626700278,C6667878,C5004806,285269.01,274927.68,111172.59,121513.92,0,2023-01-01,January,INR
T0000085,CASH_IN,7019.61,6718.158864283261,C7302385,C5026456,445787.89,438768.28,190694.98,197714.59,0,2023-01-01,January,INR
T0000086,TRANSFER,9080.14,9314.532355217883,C1875039,C4501419,326190.07,317109.93,336011.56,345091.7,0,2023-01-01,January,INR
T0000087,PAYMENT,203558.43,190703.42243097659,C3811299,C7745634,301241.0,97682.57,344062.81,547621.24,0,2023-01-01,January,INR
T0000088,CASH_IN,91551.71,87946.70287395854,C7910594,C2895539,230102.25,138550.54,488058.37,579610.08,0,2023-01-01,January,INR
T0000089,CASH_OUT,15224.75,15124.000908453765,C8490337,M9778637,172848.52,157623.77,101207.72,116432.47,0,2023-01-01,January,INR
T0000090,CASH_OUT,18313.03,17317.201431384154,C4916949,C2583327,349273.56,330960.53,196429.58,214742.61,0,2023-01-01,January,INR
T0000091,PAYMENT,49303.49,54159.03262877384,C8242878,M5148826,490490.47,441186.98,482338.75,531642.24,0,2023-01-01,January,INR
T0000092,CASH_OUT,28073.68,26184.018237510347,C8575225,M3831520,212378.85,184305.17,345004.37,373078.05,0,2023-01-01,January,INR
T0000093,CASH_IN,16614.95,17777.787500278955,C4487305,C6782732,196102.6,179487.65,296139.26,312754.21,0,2023-01-01,January,INR
T0000094,DEBIT,19616.0,19498.695658935776,C9082787,C7126225,214056.74,194440.74,269823.03,289439.03,0,2023-01-01,January,INR
T0000095,TRANSFER,103619.31,95933.32031945339,C3594952,M9267980,212771.98,109152.67,37755.19,141374.5,0,2023-01-01,January,INR
T0000096,TRANSFER,55751.83,51497.8110182963,C3156019,C8102953,495312.39,439560.56,446686.9,502438.73,0,2023-01-01,January,INR
T0000097,TRANSFER,104217.43,104223.60084015122,C7142458,C3238071,353389.13,249171.7,312752.61,416970.04,0,2023-01-01,January,INR
T0000098,CASH_OUT,132521.18,128638.84405538041,C6730855,M2859914,179592.22,47071.04,285833.7,418354.88,0,2023-01-01,January,INR
T0000099,CASH_IN,53411.99,50576.90613084004,C2257772,M8979020,185751.19,132339.2,269750.17,323162.16,0,2023-01-01,January,INR
T0000100,TRANSFER,49403.76,53938.42379742875,C8494629,M5390833,215398.46,165994.7,195957.1,245360.86,0,2023-01-01,January,INR
T0000101,PAYMENT,7974.54,7916.134055373802,C2799173,C1877902,18356.09,10381.55,127332.35,135306.89,0,2023-01-01,January,INR
T0000102,PAYMENT,36098.65,39194.54950654324,C8244091,C8424737,263908.2,227809.55,377660.99,413759.64,0,2023-01-01,January,INR
T0000103,CASH_OUT,18065.39,16851.394802250823,C1066260,M6836032,405690.48,387625.09,254783.76,272849.15,0,2023-01-01,January,INR
T0000104,CASH_IN,124055.86,116202.2821502074,C8171582,C1230140,330283.9,206228.04,16969.77,141025.63,0,2023-01-01,January,INR
T0000105,PAYMENT,16351.75,16665.79415907365,C8082318,M8045542,99210.42,82858.67,199547.25,215899.0,0,2023-01-01,January,INR
T0000106,TRANSFER,20301.01,19366.658623904106,C8023278,C6466381,364017.12,343716.11,464301.82,484602.83,0,2023-01-01,January,INR
T0000107,CASH_IN,127405.03,119376.92960845766,C6983657,M6531455,359729.3,232324.27,186947.28,314352.31,0,2023-01-01,January,INR
T0000108,TRANSFER,194794.88,179004.23765786795,C5244103,M8784435,131269.61,0.0,206616.5,401411.38,0,2023-01-01,January,INR
T0000109,PAYMENT,49841.57,45617.702990612284,C7346487,M5459812,311437.33,261595.76,311980.56,361822.13,0,2023-01-01,January,INR
T0000110,TRANSFER,41394.09,43490.024986191616,C3494094,C5151390,305474.52,264080.43,400837.4,442231.49,0,2023-01-01,January,INR
T0000111,TRANSFER,16908.48,16171.821983426224,C8026560,C6556123,419893.81,402985.33,334230.56,351139.04,0,2023-01-01,January,INR
T0000112,PAYMENT,73299.79,80313.3946938855,C6000822,C2780043,68036.16,0.0,425027.37,498327.16,0,2023-01-01,January,INR
T0000113,CASH_OUT,34566.51,32375.830656843693,C5130241,M2364973,97419.25,62852.74,56985.29,91551.8,0,2023-01-01,January,INR
T0000114,TRANSFER,38067.34,36959.17422766377,C5550455,M8593997,242984.75,204917.41,462296.28,500363.62,0,2023-01-01,January,INR
T0000115,CASH_OUT,33492.09,32654.175645095613,C6118670,M2940136,22072.57,0.0,451960.97,485453.06,0,2023-01-01,January,INR
T0000116,CASH_OUT,32178.77,32179.753336467227,C1335360,C5539098,207797.1,175618.33,259574.29,291753.06,0,2023-01-01,January,INR
T0000117,PAYMENT,16583.42,17812.70205647025,C2258172,M3429093,394109.52,377526.1,312371.12,328954.54,0,2023-01-01,January,INR
T0000118,PAYMENT,210017.27,224078.7751148011,C3209330,C3074121,74357.2,0.0,106406.53,316423.8,0,2023-01-01,January,INR
T0000119,PAYMENT,66577.1,60051.962727110404,C2030770,C6380013,229974.37,163397.27,223973.72,290550.82,0,2023-01-01,January,INR
T0000120,PAYMENT,203488.93,199795.81213448304,C4956521,M8221259,494884.62,291395.69,101351.68,304840.61,0,2023-01-01,January,INR
T0000121,CASH_OUT,225590.44,240386.31828952132,C7015625,C4977109,252960.01,27369.57,10988.34,236578.78,0,2023-01-01,January,INR
T0000122,PAYMENT,23275.58,20948.942818379044,C6889859,M2248554,249161.91,225886.33,490451.53,513727.11,0,2023-01-01,January,INR
T0000123,CASH_OUT,33202.12,33425.50102270776,C5239865,C3200282,279396.79,246194.67,129573.26,162775.38,0,2023-01-01,January,INR
T0000124,PAYMENT,76455.65,72777.76045763676,C8695719,C2481162,93002.19,16546.54,296554.15,373009.8,0,2023-01-01,January,INR
T0000125,PAYMENT,20439.02,20082.434926666057,C6087124,C8945283,73581.94,53142.92,150125.19,170564.21,0,2023-01-01,January,INR
T0000126,PAYMENT,127997.48,125957.32048332875,C1712776,C3875769,338677.31,210679.83,185310.81,313308.29,0,2023-01-01,January,INR
T0000127,TRANSFER,32071.98,31377.65011752066,C7884988,C4365296,197883.4,165811.42,198880.78,230952.76,0,2023-01-01,January,INR
T0000128,CASH_OUT,22323.57,24073.515197938337,C6171405,M1639334,144953.31,122629.74,167523.37,189846.94,0,2023-01-01,January,INR
T0000129,CASH_IN,26910.38,27106.62991470832,C6712464,M5014285,15695.81,0.0,318699.88,345610.26,0,2023-01-01,January,INR
T0000130,PAYMENT,3896.01,4210.610254700214,C6088359,C9225320,423025.25,419129.24,480468.14,484364.15,0,2023-01-01,January,INR
T0000131,CASH_OUT,18155.18,18978.48984371049,C5982214,M4687309,16164.43,0.0,214317.33,232472.51,0,2023-01-01,January,INR
T0000132,CASH_OUT,202661.49,196627.04435049955,C1815097,C6861191,374991.56,172330.07,486663.36,689324.85,0,2023-01-01,January,INR
T0000133,PAYMENT,26780.06,26745.587001140386,C6032863,M2637486,190994.28,164214.22,333898.62,360678.68,0,2023-01-01,January,INR
T0000134,PAYMENT,23683.81,23162.096109146376,C8154212,M2286459,299343.91,275660.1,303568.1,327251.91,0,2023-01-01,January,INR
T0000135,PAYMENT,45032.42,47991.718979422745,C3735550,C7584642,123839.0,78806.58,118551.93,163584.35,0,2023-01-01,January,INR
T0000136,PAYMENT,42867.11,40188.754208303726,C6425543,C1591622,77699.83,34832.72,31460.35,74327.46,0,2023-01-01,January,INR
T0000137,CASH_IN,6179.73,6719.112014612037,C1277360,M5036123,266694.0,260514.27,425967.39,432147.12,0,2023-01-01,January,INR
T0000138,TRANSFER,53628.22,54490.8244942261,C4127492,C3850337,347808.85,294180.63,286990.53,340618.75,0,2023-01-01,January,INR
T0000139,TRANSFER,6016.98,6151.469074773377,C4930456,C1146313,97746.65,91729.67,207206.93,213223.91,0,2023-01-01,January,INR
T0000140,CASH_OUT,11438.08,11476.515152038814,C9844644,C5780856,218179.47,206741.39,405983.66,417421.74,0,2023-01-01,January,INR
T0000141,TRANSFER,2957.66,2989.896410059334,C2931261,C9676122,222327.49,219369.83,155290.19,158247.85,0,2023-01-01,January,INR
T0000142,CASH_OUT,76733.42,79306.68163040954,C3488934,C1622333,107989.57,31256.15,391808.63,468542.05,0,2023-01-01,January,INR
T0000143,PAYMENT,62995.22,64948.51600056697,C4676757,C8341871,282524.72,219529.5,163981.92,226977.14,0,2023-01-01,January,INR
T0000144,TRANSFER,21741.29,20498.327792355536,C9933989,M5852609,72967.84,51226.55,460440.59,482181.88,0,2023-01-01,January,INR
T0000145,PAYMENT,54177.68,55070.963330985986,C8680626,C7512033,254874.59,200696.91,133983.44,188161.12,0,2023-01-01,January,INR
T0000146,PAYMENT,111393.84,108155.09619876357,C1312236,C1868940,56715.76,0.0,68777.06,180170.9,0,2023-01-01,January,INR
T0000147,PAYMENT,9407.59,9665.414986913622,C3105455,C8821825,242771.2,233363.61,349048.35,358455.94,0,2023-01-01,January,INR
T0000148,CASH_OUT,23778.04,24005.52251259876,C8395069,C1102749,155799.53,132021.49,81423.63,105201.67,0,2023-01-01,January,INR
T0000149,CASH_OUT,5517.08,5163.633713737304,C1524724,M9161264,226123.15,220606.07,474681.53,480198.61,0,2023-01-01,January,INR
T0000150,CASH_OUT,786.41,823.3294200183747,C8701036,C6920259,216874.68,216088.27,327777.56,328563.97,0,2023-01-01,January,INR
T0000151,PAYMENT,8621.24,8547.120522789615,C3532454,M4037407,453966.56,445345.32,115430.33,124051.57,0,2023-01-01,January,INR
T0000152,DEBIT,50116.73,50632.34647734105,C9258868,M1063916,244967.8,194851.07,104409.47,154526.2,0,2023-01-01,January,INR
T0000153,PAYMENT,39665.55,41035.14483816369,C3642343,C6498627,409249.45,369583.9,461937.52,501603.07,0,2023-01-01,January,INR
T0000154,CASH_IN,26276.21,27079.588166903843,C4908850,M6479269,112826.2,86549.99,303928.96,330205.17,0,2023-01-01,January,INR
T0000155,CASH_OUT,44333.15,46540.309744075,C6957247,M7958308,176041.4,131708.25,446868.0,491201.15,0,2023-01-01,January,INR
T0000156,TRANSFER,94189.59,88665.4031105373,C2136526,M3405696,37544.69,0.0,55112.6,149302.19,0,2023-01-01,January,INR
T0000157,TRANSFER,41852.16,38590.96631539465,C6013288,C3148501,210373.9,168521.74,462696.1,504548.26,0,2023-01-01,January,INR
T0000158,CASH_OUT,69447.07,71796.8751529959,C5545138,C2997570,334349.94,264902.87,260024.66,329471.73,0,2023-01-01,January,INR
T0000159,CASH_OUT,31915.14,30229.924522145557,C8055083,M3023546,419083.52,387168.38,334210.96,366126.1,0,2023-01-01,January,INR
T0000160,PAYMENT,2254.7,2080.909919423859,C9964961,C2025165,282957.46,280702.76,186437.74,188692.44,0,2023-01-01,January,INR
T0000161,CASH_OUT,26629.61,24665.609650178467,C6978821,C3247316,320036.33,293406.72,29570.16,56199.77,0,2023-01-01,January,INR
T0000162,PAYMENT,97887.2,94222.30565763531,C4682677,M6933827,88633.54,0.0,478986.22,576873.42,0,2023-01-01,January,INR
T0000163,TRANSFER,45780.2,50283.02188342081,C4657481,M3722652,18603.02,0.0,497299.16,543079.36,0,2023-01-01,January,INR
T0000164,CASH_OUT,227768.59,212155.52357449132,C4761628,C8028270,395844.07,168075.48,182273.42,410042.01,0,2023-01-01,January,INR
T0000165,CASH_IN,49762.36,47757.30077725176,C8326182,C8373603,83519.1,33756.74,471933.96,521696.32,0,2023-01-01,January,INR
T0000166,TRANSFER,81915.62,88808.55978131997,C3890941,C7848576,45584.77,0.0,83863.15,165778.77,0,2023-01-01,January,INR
T0000167,PAYMENT,90324.58,98694.2012427613,C2502756,C5855764,468781.16,378456.58,77342.22,167666.8,0,2023-01-01,January,INR
T0000168,TRANSFER,38479.61,36392.80965763992,C4008622,M3846478,481760.68,443281.07,36555.92,75035.53,0,2023-01-01,January,INR
T0000169,PAYMENT,32324.16,34783.7227703794,C1204408,C9369045,308128.65,275804.49,195634.7,227958.86,0,2023-01-01,January,INR
T0000170,TRANSFER,49983.03,46373.43495772643,C1955283,C2847338,189318.64,139335.61,26151.13,76134.16,0,2023-01-01,January,INR
T0000171,TRANSFER,87927.26,92526.49600717747,C1810430,M5180581,416619.77,328692.51,197328.59,285255.85,0,2023-01-01,January,INR
T0000172,CASH_OUT,69573.08,62796.77556027449,C7943970,C5082527,102359.98,32786.9,69195.21,138768.29,0,2023-01-01,January,INR
T0000173,PAYMENT,65759.33,64531.2038767468,C7501233,C7710303,214696.16,148936.83,365263.9,431023.23,0,2023-01-01,January,INR
T0000174,PAYMENT,8750.98,8308.767089455947,C7270936,C5921320,178508.65,169757.67,416681.32,425432.3,0,2023-01-01,January,INR
T0000175,TRANSFER,26021.07,27082.771363399104,C5156894,C8195624,456350.0,430328.93,343907.71,369928.78,0,2023-01-01,January,INR
T0000176,PAYMENT,60683.55,54810.06360997979,C7453525,C9271783,459888.71,399205.16,100247.08,160930.63,0,2023-01-01,January,INR
T0000177,PAYMENT,32645.4,32416.240430946946,C2451445,M4515626,325442.96,292797.56,383424.1,416069.5,0,2023-01-01,January,INR
T0000178,TRANSFER,126468.83,131444.84791730662,C9105594,M8873407,55370.07,0.0,124750.1,251218.93,0,2023-01-01,January,INR
T0000179,TRANSFER,2974.44,2704.780168638055,C5509402,C2527150,241096.39,238121.95,379744.3,382718.74,0,2023-01-01,January,INR
T0000180,PAYMENT,18597.58,20075.716335835346,C9442461,M9244524,122664.18,104066.6,283698.79,302296.37,0,2023-01-01,January,INR
T0000181,TRANSFER,2589.78,2517.8863643454356,C2370808,M2601904,442457.83,439868.05,183356.26,185946.04,0,2023-01-01,January,INR
T0000182,CASH_IN,17525.26,16351.999335832335,C5475970,M8652360,69201.4,51676.14,41746.19,59271.45,0,2023-01-01,January,INR
T0000183,TRANSFER,666.88,630.2635526225588,C7266882,M4512225,27155.14,26488.26,413754.75,414421.63,0,2023-01-01,January,INR
T0000184,PAYMENT,205032.91,198426.99275882225,C5460632,C9681229,352214.52,147181.61,469826.46,674859.37,0,2023-01-01,January,INR
T0000185,PAYMENT,50048.53,47029.35344696121,C5015406,C2162751,226643.04,176594.51,332958.89,383007.42,0,2023-01-01,January,INR
T0000186,PAYMENT,43719.44,43811.939439414105,C2495926,M5189499,419182.44,375463.0,482270.78,525990.22,0,2023-01-01,January,INR
T0000187,TRANSFER,45104.19,46303.34566001938,C4429190,M9116921,37314.82,0.0,467055.71,512159.9,0,2023-01-01,January,INR
T0000188,CASH_OUT,19601.2,19340.230050048765,C3148896,C1427261,400538.07,380936.87,97304.2,116905.4,0,2023-01-01,January,INR
T0000189,PAYMENT,9885.33,9741.06774446455,C3713608,C3385133,18667.38,8782.05,365606.17,375491.5,0,2023-01-01,January,INR
T0000190,PAYMENT,54381.32,57445.15834132713,C7153305,C1752058,14035.01,0.0,174652.41,229033.73,0,2023-01-01,January,INR
T0000191,PAYMENT,7372.17,7078.782276153346,C6672542,C3891462,230657.88,223285.71,243758.68,251130.85,0,2023-01-01,January,INR
T0000192,PAYMENT,2671.07,2736.6548298369235,C6464767,M4512484,110645.64,107974.57,78482.72,81153.79,0,2023-01-01,January,INR
T0000193,DEBIT,21810.08,23524.010240704993,C4256313,C6570015,296859.35,275049.27,487389.71,509199.79,0,2023-01-01,January,INR
T0000194,PAYMENT,46497.2,43907.439547348455,C9637232,M3319183,12908.5,0.0,363068.69,409565.89,0,2023-01-01,January,INR
T0000195,PAYMENT,4912.56,5030.363906057791,C1788849,M2428159,17694.77,12782.21,133454.15,138366.71,0,2023-01-01,January,INR
T0000196,TRANSFER,92083.72,100333.90159249328,C4083316,C2529465,363574.25,271490.53,185735.85,277819.57,0,2023-01-01,January,INR
T0000197,PAYMENT,41426.42,41673.282149158345,C4050493,M9445635,105082.58,63656.16,211241.46,252667.88,0,2023-01-01,January,INR
T0000198,PAYMENT,134023.87,146807.00570481602,C9657078,C9578833,328208.56,194184.69,373766.86,507790.73,0,2023-01-01,January,INR
T0000199,TRANSFER,2221.72,2137.315099457249,C4296371,C2992638,374961.08,372739.36,462848.63,465070.35,0,2023-01-01,January,INR
